id,program,title,link,upvotes,bounty,vuln_type,date
97292,HackerOne,HTTP header injection in info.hackerone.com allows setting cookies for hackerone.com,hackerone.com/reports/97292,18,0.0,,2015-12-02
97295,ok.ru,Multiple critical vulnerabilities in Odnoklassniki Android application,hackerone.com/reports/97295,16,0.0,,2016-07-26
97377,HackerOne,Hackerone impersonation,hackerone.com/reports/97377,3,0.0,,2015-12-02
97452,Shopify,"Staff members with no permission can access to the files, uploaded by the administrator",hackerone.com/reports/97452,7,500.0,Privilege Escalation,2016-07-07
97501,Shopify,SVG parser loads external resources on image upload,hackerone.com/reports/97501,15,0.0,Cross-Site Request Forgery (CSRF),2016-06-02
97510,X / xAI,Following a User After Favoriting Actually Follows Another User (related to #95243),hackerone.com/reports/97510,1,280.0,UI Redressing (Clickjacking),2015-12-02
97535,Shopify,List of devices is accessible regardless of the account limitations,hackerone.com/reports/97535,3,500.0,Information Disclosure,2015-11-10
97609,Deriv.com,User Enumeration : Due to rate limiting on registration,hackerone.com/reports/97609,5,0.0,Information Disclosure,2015-11-05
97657,Slack,File upload XSS (Java applet) on http://slackatwork.com/,hackerone.com/reports/97657,1,200.0,Command Injection - Generic,2015-11-11
97672,X / xAI,File Upload XSS in image uploading of App in mopub,hackerone.com/reports/97672,24,0.0,Cross-site Scripting (XSS) - Generic,2016-08-25
97683,Slack,Reflected Self-XSS in Slack,hackerone.com/reports/97683,2,0.0,Cross-site Scripting (XSS) - Generic,2015-11-10
97938,Imgur,XSS m.imgur.com,hackerone.com/reports/97938,3,0.0,Cross-site Scripting (XSS) - Generic,2016-01-21
97948,HackerOne,Cross-domain AJAX request,hackerone.com/reports/97948,6,0.0,Open Redirect,2015-11-14
98012,Algolia,Stored XSS on https://www.algolia.com/realtime-search-demo/*,hackerone.com/reports/98012,2,0.0,Cross-site Scripting (XSS) - Generic,2016-02-03
98151,Shopify,Non-owner user can remove online store channel and re-add it.,hackerone.com/reports/98151,4,0.0,Improper Authentication - Generic,2015-12-03
98247,Deriv.com,login to any user's cashier account and full account information disclosure,hackerone.com/reports/98247,27,0.0,Improper Authentication - Generic,2015-11-14
98259,Shopify,'Limited' RCE in certain places where Liquid is accepted,hackerone.com/reports/98259,6,1500.0,Code Injection,2015-11-10
98432,X / xAI,Urgent : Disclosure of all the apps with hash ID in mopub through API request (Authentication bypass) ,hackerone.com/reports/98432,6,0.0,Improper Authentication - Generic,2016-08-22
98469,Deriv.com,Email Verification Link can be Used as Password Reset Link!,hackerone.com/reports/98469,7,0.0,Improper Authentication - Generic,2015-12-03
98499,Shopify,Apps can access 'channels' beta api,hackerone.com/reports/98499,3,500.0,Privilege Escalation,2015-11-18
98559,ownCloud,RCE in ci.owncloud.com / ci.owncloud.org,hackerone.com/reports/98559,10,0.0,Code Injection,2015-11-09
98819,Shopify,S3 Buckets open to the world thanks to  'Authenticated Users' ACL ,hackerone.com/reports/98819,12,1000.0,Improper Authentication - Generic,2016-02-23
99157,Slack,RC4 cipher suites detected on status.slack.com,hackerone.com/reports/99157,6,0.0,Violation of Secure Design Principles,2016-11-18
99245,Mapbox,XSS in L.mapbox.shareControl in mapbox.js,hackerone.com/reports/99245,5,1000.0,Cross-site Scripting (XSS) - Generic,2016-05-03
99321,Shopify, [CSRF] Activate PayPal Express Checkout,hackerone.com/reports/99321,4,0.0,Cross-Site Request Forgery (CSRF),2015-12-03
99368,Algolia,an xss issue,hackerone.com/reports/99368,2,100.0,Cross-site Scripting (XSS) - Generic,2016-05-22
99374,Shopify,deleted staff member can add his amazon marketplace web services account to the store.,hackerone.com/reports/99374,4,0.0,Improper Authentication - Generic,2015-11-18
99424,Uber,Mass Assignment Vulnerability in partners.uber.com,hackerone.com/reports/99424,9,1000.0,Code Injection,2016-05-09
99435,Bumble,Open redirect helps to steal Facebook access_token,hackerone.com/reports/99435,9,0.0,Open Redirect,2017-08-31
99600,X / xAI,Urgent : Unauthorised Access to Media content of all Direct messages and protected tweets(Indirect object reference),hackerone.com/reports/99600,39,0.0,Improper Authentication - Generic,2018-03-21
99647,drchrono,CSRF  Add Album On  onpatient.com ,hackerone.com/reports/99647,4,0.0,Cross-Site Request Forgery (CSRF),2016-08-31
99687,HackerOne,profile cover can also load external URL's ,hackerone.com/reports/99687,6,0.0,Violation of Secure Design Principles,2015-12-02
99708,HackerOne,Limited CSRF bypass.,hackerone.com/reports/99708,9,500.0,Cross-Site Request Forgery (CSRF),2015-12-02
99857,drchrono,Request Accepts without X-CSRFToken  [ Header - Cookie ],hackerone.com/reports/99857,16,0.0,Improper Authentication - Generic,2016-08-31
99863,Shopify,From full-access account to Account Owner,hackerone.com/reports/99863,13,500.0,Privilege Escalation,2018-09-18
99969,Algolia,User with limited access to Index configuration can rename the Index,hackerone.com/reports/99969,3,200.0,Improper Authentication - Generic,2016-06-01
100186,Coinbase,Transactions visible on Unconfirmed devices,hackerone.com/reports/100186,8,500.0,Improper Authentication - Generic,2015-12-11
100509,HackerOne,Pre-generation of 2FA secret/backup codes seems like an unnecessary risk,hackerone.com/reports/100509,15,1000.0,,2015-12-02
100565,Slack,Executing scripts on slack-files.com using SVG,hackerone.com/reports/100565,4,0.0,Cross-site Scripting (XSS) - Generic,2016-02-18
100667,Shopify,CSV Excel Macro Injection Vulnerability in export list of current users - app.shopify.com,hackerone.com/reports/100667,4,0.0,Command Injection - Generic,2015-12-01
100820,X / xAI,Add tweet to collection CSRF ,hackerone.com/reports/100820,12,0.0,Cross-Site Request Forgery (CSRF),2016-08-22
100829,Coinbase,Stored-XSS in https://www.coinbase.com/,hackerone.com/reports/100829,13,0.0,Cross-site Scripting (XSS) - Generic,2015-12-07
100849,X / xAI,URGENT : NICHE.co Account Take Over Vulnerability,hackerone.com/reports/100849,7,560.0,Cross-Site Request Forgery (CSRF),2015-12-21
100916,Imgur,Imgur dev environments facing the Internet,hackerone.com/reports/100916,4,0.0,Information Disclosure,2016-01-08
100926,Yelp,Access to internal CMS containing private Data,hackerone.com/reports/100926,81,0.0,Improper Authentication - Generic,2016-10-07
100931,X / xAI,xss in link items (mopub.com),hackerone.com/reports/100931,14,560.0,Cross-site Scripting (XSS) - Generic,2016-07-05
100938,Shopify,An administrator without any permission is able to get order notifications using his APNS Token.,hackerone.com/reports/100938,10,500.0,Improper Authentication - Generic,2015-12-14
100956,Shopify,"Cookie securing your ""Opening soon"" store is not secured against XSS",hackerone.com/reports/100956,2,0.0,Violation of Secure Design Principles,2015-12-01
101063,Uber,Drivers can change profile picture,hackerone.com/reports/101063,5,500.0,Improper Authentication - Generic,2016-05-12
101104,X / xAI,Subdomain Expired,hackerone.com/reports/101104,3,0.0,Improper Authentication - Generic,2016-01-15
101145,Automattic,Remove anyone's pic gravtar,hackerone.com/reports/101145,4,0.0,Improper Authentication - Generic,2016-06-05
101450,Shopify,XSS in creating tweets,hackerone.com/reports/101450,3,0.0,Cross-site Scripting (XSS) - Generic,2015-12-03
101909,Ubiquiti Inc.,account.ubnt.com CSRF,hackerone.com/reports/101909,9,0.0,Cross-Site Request Forgery (CSRF),2016-12-05
101962,Shopify,Open redirect using theme install,hackerone.com/reports/101962,60,0.0,Open Redirect,2015-12-14
101977,Imgur,Login to any user account using other facebook app access token ,hackerone.com/reports/101977,76,0.0,Improper Authentication - Generic,2017-07-24
101983,Deriv.com,Cookie bug,hackerone.com/reports/101983,4,0.0,Improper Authentication - Generic,2015-12-16
102234,ok.ru,Same-Origin Policy bypass on main domain - ok.ru,hackerone.com/reports/102234,5,0.0,,2016-05-04
102236,ok.ru,Same-Origin Policy Bypass #2 ,hackerone.com/reports/102236,4,0.0,,2016-05-04
102327,withinsecurity,content injection,hackerone.com/reports/102327,4,0.0,Violation of Secure Design Principles,2016-01-21
102376,ok.ru,Обход защиты от csrf-ок в m.ok.ru,hackerone.com/reports/102376,3,0.0,Cross-Site Request Forgery (CSRF),2016-03-18
102755,Algolia,Stored XSS in name selection,hackerone.com/reports/102755,6,100.0,Cross-site Scripting (XSS) - Generic,2016-06-18
103178,Imgur,Attack User Privacy Settings - X-Frame-Options missing on m.imgur.com/user/username/settings,hackerone.com/reports/103178,1,0.0,UI Redressing (Clickjacking),2016-05-04
103351,Shopify,[CSRF] Install premium themes ,hackerone.com/reports/103351,11,0.0,Cross-Site Request Forgery (CSRF),2016-07-27
103432,Urban Dictionary,URGENT - Subdomain Takeover in support.urbandictionary.com pointing to Zendesk,hackerone.com/reports/103432,1,0.0,Code Injection,2016-01-04
103546,CERT/CC,manipulate the Practical HTTP Host header ,hackerone.com/reports/103546,7,0.0,Open Redirect,2016-12-12
103772,Shopify,Open Redirect at *.myshopify.com/account/login?checkout_url=,hackerone.com/reports/103772,29,0.0,Open Redirect,2015-12-16
103787,HackerOne,CSRF possible when SOP Bypass/UXSS is available ,hackerone.com/reports/103787,11,2500.0,Cross-Site Request Forgery (CSRF),2015-12-30
103989,Khan Academy,Escaping the iframe via exceptions,hackerone.com/reports/103989,0,0.0,Cross-site Scripting (XSS) - Generic,2015-12-29
103990,Internet Bug Bounty,Null pointer dereference in phar_get_fp_offset(),hackerone.com/reports/103990,0,500.0,,2015-09-29
103991,Internet Bug Bounty,mod_lua: Crash in websockets PING handling,hackerone.com/reports/103991,2,0.0,,2015-02-04
103992,Internet Bug Bounty,Integer overflow in _Unpickler_Read,hackerone.com/reports/103992,0,0.0,,2015-09-26
103993,RubyGems,Request Hijacking Vulnerability In RubyGems 2.4.6 And Earlier,hackerone.com/reports/103993,0,0.0,,2015-05-14
103994,Internet Bug Bounty,Python 3.3 - 3.5 product_setstate() Out-of-bounds Read,hackerone.com/reports/103994,0,500.0,,2015-09-12
103995,Internet Bug Bounty,Use After Free Vulnerability in unserialize() with SplDoublyLinkedList,hackerone.com/reports/103995,2,0.0,,2015-09-01
103996,Internet Bug Bounty,Use After Free Vulnerability in unserialize() with SplObjectStorage,hackerone.com/reports/103996,2,0.0,,2015-09-01
103997,Internet Bug Bounty,Use After Free Vulnerability in unserialize(),hackerone.com/reports/103997,2,0.0,,2015-09-01
103998,Internet Bug Bounty,Use After Free Vulnerability in session deserializer,hackerone.com/reports/103998,2,0.0,,2015-09-01
103999,Internet Bug Bounty,Use after free vulnerability in unserialize() with GMP,hackerone.com/reports/103999,3,0.0,,2015-09-01
104000,Internet Bug Bounty,Python xmlparse_setattro() Type Confusion,hackerone.com/reports/104000,0,500.0,,2015-09-07
104001,Internet Bug Bounty,time_strftime() Buffer Over-read,hackerone.com/reports/104001,0,500.0,,2015-09-07
104002,Internet Bug Bounty,Python scan_eol() Buffer Over-read,hackerone.com/reports/104002,0,500.0,,2015-09-03
104003,Internet Bug Bounty,Python deque.index() uninitialized memory,hackerone.com/reports/104003,0,1000.0,,2015-09-03
104004,Internet Bug Bounty,Mem out-of-bounds write (segfault) in ZEND_ASSIGN_DIV_SPEC_CV_UNUSED_HANDLER,hackerone.com/reports/104004,0,500.0,,2015-08-02
104005,Internet Bug Bounty,null pointer deref (segfault) in zend_eval_const_expr,hackerone.com/reports/104005,0,500.0,,2015-08-02
104006,Internet Bug Bounty,Null pointer deref (segfault) in spl_autoload via ob_start,hackerone.com/reports/104006,0,500.0,,2015-08-23
104007,Internet Bug Bounty,Buffer over-read in exif_read_data with TIFF IFD tag,hackerone.com/reports/104007,0,1000.0,,2015-09-01
104008,Internet Bug Bounty,Uninitialized pointer in phar_make_dirstream,hackerone.com/reports/104008,0,1000.0,,2015-09-29
104009,Internet Bug Bounty,zend_throw_or_error() format string vulnerability,hackerone.com/reports/104009,2,0.0,,2015-11-14
104010,Internet Bug Bounty,SOAP serialize_function_call() type confusion / RCE,hackerone.com/reports/104010,0,0.0,,2015-09-02
104011,Internet Bug Bounty,AddressSanitizer reports a global buffer overflow in mkgmtime() function,hackerone.com/reports/104011,0,500.0,,2015-10-15
104012,Internet Bug Bounty,Integer overflow in unserialize() (32-bits only),hackerone.com/reports/104012,0,500.0,,2015-10-15
104013,Internet Bug Bounty,heap buffer overflow in enchant_broker_request_dict(),hackerone.com/reports/104013,0,500.0,,2015-01-26
104014,Internet Bug Bounty,libcurl duphandle read out of bounds,hackerone.com/reports/104014,0,1000.0,,2015-11-05
104015,Internet Bug Bounty,curl_setopt_array() type confusion,hackerone.com/reports/104015,0,0.0,,2015-08-04
104016,Internet Bug Bounty,Dangling pointer in the unserialization of ArrayObject items,hackerone.com/reports/104016,0,1000.0,,2015-08-05
104017,Internet Bug Bounty,Arbitrary code execution in str_ireplace function,hackerone.com/reports/104017,0,0.0,,2015-08-04
104018,Internet Bug Bounty,Multiple Use After Free Vulnerabilites in unserialize(),hackerone.com/reports/104018,2,0.0,,2015-08-05
104019,Internet Bug Bounty,Files extracted from archive may be placed outside of destination directory,hackerone.com/reports/104019,0,0.0,,2015-08-05
104020,Internet Bug Bounty,audioop.lin2adpcm Buffer Over-read,hackerone.com/reports/104020,0,500.0,,2015-06-26
104021,Internet Bug Bounty,audioop.adpcm2lin Buffer Over-read,hackerone.com/reports/104021,0,500.0,,2015-06-28
104022,Internet Bug Bounty,hotshot pack_string Heap Buffer Overflow,hackerone.com/reports/104022,0,500.0,,2015-06-27
104023,Internet Bug Bounty,bytearray.find Buffer Over-read,hackerone.com/reports/104023,0,1000.0,,2015-06-29
104024,Internet Bug Bounty,array.fromstring Use After Free,hackerone.com/reports/104024,0,500.0,,2015-07-25
104025,Internet Bug Bounty,use after free in load_newobj_ex,hackerone.com/reports/104025,0,500.0,,2015-07-02
104026,Internet Bug Bounty,invalid pointer free() in phar_tar_process_metadata(),hackerone.com/reports/104026,0,500.0,,2015-05-22
104027,Internet Bug Bounty,Memory Corruption in phar_parse_tarfile when entry filename starts with null,hackerone.com/reports/104027,0,500.0,,2015-05-12
104028,Internet Bug Bounty,Improved fix for bug #69545 (Integer overflow in ftp_genlist() resulting in heap overflow),hackerone.com/reports/104028,0,0.0,,2015-06-18
104032,Internet Bug Bounty,PyFloat_FromString & PyNumber_Long Buffer Over-reads,hackerone.com/reports/104032,0,1000.0,,2015-11-08
104033,Internet Bug Bounty,tokenizer crash when processing undecodable source code,hackerone.com/reports/104033,0,0.0,,2015-11-14
104087,Slack,Trick make all fixed open redirect links vulnerable again,hackerone.com/reports/104087,4,1000.0,Open Redirect,2016-05-22
104359,Shopify,shopifyapps.com XSS on sales channels via currency formatting,hackerone.com/reports/104359,12,1000.0,Cross-site Scripting (XSS) - Generic,2015-12-14
104465,Square Open Source,git-fastclone allows arbitrary command execution through usage of ext remote URLs in submodules,hackerone.com/reports/104465,2,0.0,Command Injection - Generic,2016-01-25
104543,Coinbase,HTML injection in apps user review ,hackerone.com/reports/104543,31,200.0,,2015-12-21
104559,Automattic,XSS on codex.wordpress.org,hackerone.com/reports/104559,3,0.0,Cross-site Scripting (XSS) - Generic,2016-06-19
104620,Coinbase,XXE in OAuth2 Applications gallery profile App logo,hackerone.com/reports/104620,3,0.0,,2015-12-16
104917,Instacart,Cross-Site Scripting Reflected On Main Domain,hackerone.com/reports/104917,19,0.0,Cross-site Scripting (XSS) - Generic,2016-09-30
104931,Shopify,CSRF in Connecting Pinterest Account,hackerone.com/reports/104931,2,0.0,Cross-Site Request Forgery (CSRF),2016-02-02
105149,ownCloud,directory listing in https://demo.owncloud.org/doc/,hackerone.com/reports/105149,0,0.0,Information Disclosure,2016-01-01
105190,Square Open Source,Unsafe usage of Ruby string interpolation enabling command injection in git-fastclone,hackerone.com/reports/105190,2,0.0,Command Injection - Generic,2016-01-25
105363,Shopify,[livechat.shopify.com] Cookie bomb at customer chats,hackerone.com/reports/105363,6,0.0,,2016-01-19
105419,Instacart,Cookie-Based Injection,hackerone.com/reports/105419,16,0.0,Cross-site Scripting (XSS) - Generic,2016-09-26
105434,Informatica,[rev-app.informatica.com] - XXE,hackerone.com/reports/105434,45,0.0,Uncontrolled Resource Consumption,2016-08-02
105463,Imgur,risk of having secure=false in a crossdomain.xml,hackerone.com/reports/105463,3,0.0,Memory Corruption - Generic,2016-03-03
105657,Phabricator,libphutil: removing bytes from a PhutilRope does not work as intended,hackerone.com/reports/105657,0,0.0,,2015-12-16
105659,Shopify,many xss in widgets.shopifyapps.com,hackerone.com/reports/105659,1,500.0,Cross-site Scripting (XSS) - Generic,2016-02-04
105688,LeaseWeb,DOM Based XSS in Checkout,hackerone.com/reports/105688,1,100.0,Cross-site Scripting (XSS) - Generic,2016-02-26
105753,Informatica,[app.informaticaondemand.com] XXE,hackerone.com/reports/105753,25,0.0,Uncontrolled Resource Consumption,2017-04-08
105787,Informatica, XXE in upload file feature,hackerone.com/reports/105787,22,0.0,Uncontrolled Resource Consumption,2017-05-10
105887,HackerOne,Know whether private program for company exist or not,hackerone.com/reports/105887,18,0.0,Information Disclosure,2016-01-15
105953,HackerOne,Parameter pollution in social sharing buttons,hackerone.com/reports/105953,62,500.0,Violation of Secure Design Principles,2015-12-19
105977,GlassWire,DLL Hijacking Vulnerability in GlassWireSetup.exe,hackerone.com/reports/105977,6,100.0,Code Injection,2016-02-04
105980,ownCloud,XXE at host vpn.owncloud.com,hackerone.com/reports/105980,2,0.0,Command Injection - Generic,2016-01-27
105991,Shopify,"""Remember me"" token generated when ""Remember me"" box unchecked",hackerone.com/reports/105991,4,500.0,Improper Authentication - Generic,2016-01-13
106024,ownCloud,owncloud.com: Parameter pollution in social sharing buttons,hackerone.com/reports/106024,3,0.0,Violation of Secure Design Principles,2016-03-14
106084,HackerOne,Team Member███ associated with a Custom Group Created with 'Program Managment' only permissions can Comments on Bug Reports ,hackerone.com/reports/106084,7,500.0,Improper Authentication - Generic,2015-12-29
106179,VK.com,"Уязвимость дает возможность видеть записи , которые предлагаются пабликам + еще",hackerone.com/reports/106179,19,300.0,Cross-Site Request Forgery (CSRF),2018-06-30
106293,Shopify,Reflective XSS on wholesale.shopify.com,hackerone.com/reports/106293,14,500.0,Cross-site Scripting (XSS) - Generic,2015-12-21
106305,HackerOne,Improve signals in reputation,hackerone.com/reports/106305,12,0.0,Violation of Secure Design Principles,2016-01-07
106315,Coinbase,Potential for Double Spend via Sign Message Utility,hackerone.com/reports/106315,0,0.0,Cryptographic Issues - Generic,2016-01-06
106348,Algolia,text injection can be used in phishing 404 page should not include attacker text,hackerone.com/reports/106348,2,100.0,Violation of Secure Design Principles,2016-05-09
106350,withinsecurity,text injection can be used in phishing 404 page should not include attacker text,hackerone.com/reports/106350,15,250.0,Violation of Secure Design Principles,2016-01-16
106360,Coinbase,Race condition allowing user to review app multiple times,hackerone.com/reports/106360,8,0.0,,2016-01-14
106427,Shopify,HTTP-Response-Splitting on v.shopify.com,hackerone.com/reports/106427,20,500.0,,2016-01-17
106548,Internet Bug Bounty,Format string vulnerability in zend_throw_or_error(),hackerone.com/reports/106548,0,1000.0,Code Injection,2016-01-10
106636,Shopify,Strored Cross Site Scripting,hackerone.com/reports/106636,4,500.0,Cross-site Scripting (XSS) - Generic,2016-03-13
106678,Informatica,[now.informatica.com] Reflective XSS,hackerone.com/reports/106678,5,0.0,Cross-site Scripting (XSS) - Generic,2016-12-09
106797,Informatica,[marketplace.informatica.com] - XXE,hackerone.com/reports/106797,14,0.0,Command Injection - Generic,2016-12-09
106806,VK.com,Добавление в меню сообщества без ведома пользователя (нажатия пользователем),hackerone.com/reports/106806,5,100.0,Cross-Site Request Forgery (CSRF),2017-02-13
106865,Informatica,[rev-app.informatica.com] - XXE via SAML,hackerone.com/reports/106865,12,0.0,Command Injection - Generic,2016-12-09
106897,Shopify,Stored XSS in /admin/orders ,hackerone.com/reports/106897,2,0.0,Cross-site Scripting (XSS) - Generic,2016-02-17
106982,Imgur,XSS in imgur mobile,hackerone.com/reports/106982,2,0.0,Cross-site Scripting (XSS) - Generic,2016-01-19
107036,Imgur,XSS in imgur mobile 3,hackerone.com/reports/107036,2,0.0,Cross-site Scripting (XSS) - Generic,2016-01-21
107213,GlassWire,GlassWireSetup.exe subject to EXE planting attack,hackerone.com/reports/107213,2,100.0,Privilege Escalation,2016-02-04
107296,Automattic,Possible Timing Side-Channel in XMLRPC Verification,hackerone.com/reports/107296,2,0.0,Cryptographic Issues - Generic,2016-03-17
107336,HackerOne,Team Member(s) associated with a  Group have Read-only permission (Post internal comments) can post comment to all the participants ,hackerone.com/reports/107336,7,0.0,Privilege Escalation,2016-01-27
107664,VK.com,Изменение текстов вариантов ответа в опросах,hackerone.com/reports/107664,6,0.0,,2018-01-30
107849,ownCloud,[https://test1.owncloud.com/owncloud6/] Guessable password used for admin user,hackerone.com/reports/107849,0,0.0,,2016-01-02
107877,VK.com,"API: Bug in method auth.signup , дающий возможность бесконечно звонить ",hackerone.com/reports/107877,6,500.0,Violation of Secure Design Principles,2017-02-13
107960,Ubiquiti Inc.,Reflected File Download in community.ubnt.com/restapi/,hackerone.com/reports/107960,11,0.0,,2017-05-27
108056,HackerOne,HackerOne is still prone to Internet Explorer UXSS,hackerone.com/reports/108056,23,0.0,Cross-Site Request Forgery (CSRF),2017-04-19
108082,ownCloud,Exploiting unauthenticated encryption mode,hackerone.com/reports/108082,4,350.0,Cryptographic Issues - Generic,2016-04-04
108113,X / xAI,Bypassing callback_url validation on Digits,hackerone.com/reports/108113,48,0.0,Open Redirect,2016-08-12
108288,ownCloud,otrs.owncloud.com: Reflected Cross-Site Scripting,hackerone.com/reports/108288,0,0.0,Cross-site Scripting (XSS) - Generic,2016-02-10
108645,Gratipay,Harden resend throttling,hackerone.com/reports/108645,5,0.0,Violation of Secure Design Principles,2017-04-16
108681,Internet Bug Bounty,Use After Free Vulnerability in WDDX Packet Deserialization,hackerone.com/reports/108681,2,0.0,Memory Corruption - Generic,2019-10-13
108682,Internet Bug Bounty,Type Confusion Vulnerability in PHP_to_XMLRPC_worker(),hackerone.com/reports/108682,2,0.0,,2019-10-13
108683,Internet Bug Bounty,Session WDDX Packet Deserialization Type Confusion Vulnerability,hackerone.com/reports/108683,2,0.0,Memory Corruption - Generic,2019-10-13
108692,ownCloud,Mixed Active Scripting Issue on stats.owncloud.org,hackerone.com/reports/108692,0,0.0,Violation of Secure Design Principles,2016-02-06
108723,Ruby on Rails,Validation bypass for Active Record and Active Model,hackerone.com/reports/108723,5,0.0,Violation of Secure Design Principles,2016-02-12
108928,HackerOne,Signals get affected once reports closed as self ,hackerone.com/reports/108928,6,0.0,Violation of Secure Design Principles,2016-04-25
109054,Gratipay,HTTP trace method is enabled,hackerone.com/reports/109054,4,0.0,Violation of Secure Design Principles,2016-02-17
109116,Gratipay,Directory Listing on grtp.co,hackerone.com/reports/109116,0,0.0,Cryptographic Issues - Generic,2017-08-21
109161,Gratipay,protect against tabnabbing in statement,hackerone.com/reports/109161,8,0.0,Improper Authentication - Generic,2017-10-01
109175,Internet Bug Bounty,Use After Free in sortWithSortKeys(),hackerone.com/reports/109175,0,1000.0,Memory Corruption - Generic,2016-01-20
109352,General Motors,XSS in GM ,hackerone.com/reports/109352,2,0.0,Cross-site Scripting (XSS) - Generic,2016-08-30
109395,General Motors,gmmovinparts.com SQLi via forgot_password.jsp,hackerone.com/reports/109395,22,0.0,SQL Injection,2016-08-30
109420,HackerOne,Requesting unknown file type returns Ruby object w/ address,hackerone.com/reports/109420,2,0.0,Information Disclosure,2016-02-19
109461,General Motors,refelected Xss on https://gmid.gm.com/gmid/jsp/GMIDInitialLogin.jsp,hackerone.com/reports/109461,5,0.0,Cross-site Scripting (XSS) - Generic,2016-08-30
109483,HackerOne,User with Read-Only permissions can request/approve public disclosure,hackerone.com/reports/109483,3,500.0,Violation of Secure Design Principles,2016-02-19
109699,Ubiquiti Inc.,Subdomain Takeover in http://assets.goubiquiti.com/,hackerone.com/reports/109699,21,0.0,Code Injection,2016-02-14
109810,Coinbase,The 'Create a New Account' action is vulnerable to CSRF,hackerone.com/reports/109810,4,0.0,Cross-Site Request Forgery (CSRF),2016-07-24
109815,Coinbase,Direct URL access to completed reports,hackerone.com/reports/109815,2,200.0,Improper Authentication - Generic,2016-03-06
109832,Deriv.com,HTML injection via 'underlying' parameter,hackerone.com/reports/109832,3,0.0,Cross-site Scripting (XSS) - Generic,2016-07-24
109839,Udemy,CSRF in Udemy.com ,hackerone.com/reports/109839,11,0.0,Cross-Site Request Forgery (CSRF),2017-01-10
109843,Internet Bug Bounty,Uninitialized pointer in phar_make_dirstream(),hackerone.com/reports/109843,3,1000.0,Memory Corruption - Generic,2019-10-15
109959,Phabricator,Extended policy checks are buggy,hackerone.com/reports/109959,0,0.0,,2016-01-11
110293,X / xAI,Insufficient OAuth callback validation which leads to Periscope account takeover,hackerone.com/reports/110293,276,0.0,Improper Authentication - Generic,2019-04-10
110352,Internet Bug Bounty,Perl 5.22 VDir::MapPathA/W Out-of-bounds Reads and Buffer Over-reads,hackerone.com/reports/110352,3,1000.0,Memory Corruption - Generic,2016-03-31
110417,Internet Bug Bounty,Heap corruption in tar/zip/phar parser,hackerone.com/reports/110417,3,1000.0,Memory Corruption - Generic,2019-10-15
110467,X / xAI,Bypassing Digits bridge origin validation,hackerone.com/reports/110467,92,0.0,Improper Authentication - Generic,2017-04-30
110578,HackerOne,HTML injection can lead to data theft,hackerone.com/reports/110578,21,500.0,Violation of Secure Design Principles,2016-01-26
110655,ownCloud,Information Exposure Through Directory Listing,hackerone.com/reports/110655,1,0.0,Information Disclosure,2016-01-14
110720,Internet Bug Bounty,Arbitary Memory Read via gdImageRotateInterpolated Array Index Out of Bounds,hackerone.com/reports/110720,2,500.0,Memory Corruption - Generic,2019-11-12
110722,Internet Bug Bounty,Heap BufferOver Flow in escapeshellargs and escapeshellcmd functions,hackerone.com/reports/110722,2,500.0,Memory Corruption - Generic,2019-11-12
110801,Automattic,Internal GET SSRF via CSRF with Press This scan feature,hackerone.com/reports/110801,3,0.0,Cross-Site Request Forgery (CSRF),2016-03-04
111078,Gratipay,Sub Domain Take over,hackerone.com/reports/111078,9,0.0,Improper Authentication - Generic,2016-02-28
111094,withinsecurity,Content Spoofing OR Text Injection in https://withinsecurity.com,hackerone.com/reports/111094,15,0.0,,2016-01-20
111131,Deriv.com,XSS,hackerone.com/reports/111131,2,0.0,Cross-site Scripting (XSS) - Generic,2016-05-23
111192,HackerOne,CSV Injection via the CSV export feature,hackerone.com/reports/111192,10,0.0,Command Injection - Generic,2016-02-16
111216,Shopify,Twitter Disconnect CSRF,hackerone.com/reports/111216,18,0.0,Cross-Site Request Forgery (CSRF),2016-02-01
111218,Shopify,Attach Pinterest account - no State/CSRF parameter in Oauth Call back,hackerone.com/reports/111218,6,0.0,Cross-Site Request Forgery (CSRF),2016-02-01
111262,ownCloud,The csrf token remains same after user logs in,hackerone.com/reports/111262,0,0.0,Violation of Secure Design Principles,2016-02-25
111365,Automattic,XSS at www.woothemes.com,hackerone.com/reports/111365,3,0.0,Cross-site Scripting (XSS) - Generic,2016-02-19
111386,Vimeo,Legacy API exposes private video titles,hackerone.com/reports/111386,1,0.0,Information Disclosure,2016-02-10
111417,VK.com,Checking whether user liked the media or not even when you are blocked ,hackerone.com/reports/111417,4,100.0,Information Disclosure,2016-05-25
111475,Shopify,www.shopify.com XSS via third-party script,hackerone.com/reports/111475,1,500.0,Cross-site Scripting (XSS) - Generic,2016-02-01
111500,Automattic,XSS at wordpress.com,hackerone.com/reports/111500,2,0.0,Cross-site Scripting (XSS) - Generic,2016-02-18
111643,Shopify,Full access to Amazon S3 bucket containing AWS CloudTrail logs,hackerone.com/reports/111643,4,0.0,Information Disclosure,2016-02-01
111676,HackerOne,attack in not an authorized user,hackerone.com/reports/111676,5,0.0,Uncontrolled Resource Consumption,2016-02-16
111752,Imgur,Big Bug in SSL : breach compression attack (CVE-2013-3587) affect imgur.com,hackerone.com/reports/111752,2,0.0,Cryptographic Issues - Generic,2016-01-21
